,GeoAreaName,Time_Detail,BOTHSEX.SKILL_READ.GRAD23,BOTHSEX.SKILL_READ.LOWSEC,FEMALE.SKILL_MATH.GRAD23,FEMALE.SKILL_MATH.LOWSEC,MALE.SKILL_MATH.GRAD23,BOTHSEX.SKILL_MATH.PRIMAR,MALE.SKILL_READ.GRAD23,MALE.SKILL_MATH.LOWSEC,FEMALE.SKILL_READ.LOWSEC,BOTHSEX.SKILL_READ.PRIMAR,FEMALE.SKILL_READ.GRAD23,BOTHSEX.SKILL_MATH.LOWSEC,MALE.SKILL_READ.PRIMAR,FEMALE.SKILL_READ.PRIMAR,BOTHSEX.SKILL_MATH.GRAD23,MALE.SKILL_MATH.PRIMAR,MALE.SKILL_READ.LOWSEC,FEMALE.SKILL_MATH.PRIMAR
64,Ireland,2016,97.6850008269844,79.04236213241143,71.36230616600177,73.64388010892154,74.11731993455408,68.07642678844826,97.4742414873464,76.15861944389268,85.88666666666666,70.97259967171652,98.01949757234391,74.92380862233966,68.69225796727477,73.45903351888636,72.74009975083354,67.3799916980754,72.09666666666666,68.8193781094737
65,Israel,2001,86.61473064806049,57.1160191629119,56.88511973921246,59.81,57.43065279641604,57.8835236845527,84.17459570341799,62.23333333333333,64.42666666666666,67.08145767527456,89.32320801199741,61.0144194306709,66.45035232823552,67.986424207805,57.074720229259064,61.0648256135673,49.949999999999996,54.62831890562497
66,Israel,2006,85.48654381047629,61.113766291827496,56.88511973921246,56.24,57.43065279641604,57.8835236845527,84.3587918046268,59.84,68.85,67.08145767527456,87.8475138925264,58.0247672394732,66.45035232823554,67.986424207805,57.074720229259064,61.0648256135673,53.26,54.62831890562497
67,Israel,2011,93.16450251283929,79.20971536385298,83.14299327937056,79.72333333333334,82.65334217833477,71.93775014703223,91.8559142014361,79.38333333333334,86.12666666666667,70.97259967171652,94.45377376359508,79.54838891114447,68.69225796727477,73.45903351888636,82.86320111253876,72.01721984489767,72.35333333333334,71.8933339171267
68,Israel,2016,91.0227051487565,82.2681722568971,70.49315323659556,80.99333333333334,71.20721391455102,66.8293106888197,88.7594102358076,81.60000000000001,88.35666666666667,70.97259967171654,93.4471537975183,81.29426995409948,68.69225796727476,73.45903351888637,70.85728249216398,67.90974614008603,76.21,65.73360979860357
69,Italy,2001,96.5567197731422,80.77678729126406,83.66218837723125,83.5058190936899,83.95510923572677,68.07642678844826,96.40665685854161,83.6694063912894,86.35666666666667,70.97259967171652,96.7200812073782,83.5689969409092,68.69225796727477,73.45903351888636,83.7988546410443,67.3799916980754,75.23333333333333,68.8193781094737
70,Italy,2006,98.1932751578524,73.609569790414,72.29331405758562,75.5563658692781,75.92514986991704,68.07642678844826,97.8349721352062,76.50802583518207,80.07,70.97259967171652,98.57317338173941,76.04177856570941,68.69225796727477,73.45903351888636,74.12817234997493,67.3799916980754,67.03,68.8193781094737
71,Italy,2011,97.66477291461969,70.56048048654374,66.44057872717171,60.9716403267646,71.0298228340539,55.06874714747857,97.31896510568909,66.445858331678,76.36999999999999,67.08145767527456,98.0690952653829,63.7843740659853,66.45035232823552,67.986424207805,68.73338083224421,55.86907830839247,64.97,54.39872942251727
72,Italy,2016,97.8607964560544,79.04236213241143,75.50424136605794,73.64388010892152,77.94898102183281,68.07642678844826,97.02430175014891,76.15861944389268,85.88666666666666,70.97259967171652,98.7324638635336,74.92380862233966,68.69225796727477,73.45903351888636,76.724217392543,67.3799916980754,72.09666666666666,68.8193781094737
73,Côte d'Ivoire,2014,16.52,38.97644537130523,28.13,28.415388609796498,38.38,3.1,17.87,28.342291555259763,42.96666666666666,22.4,15.08,28.40191514575697,20.82,24.47,33.42,11.479999999999999,35.06666666666667,9.696666666666667
74,Kenya,2016,38.1,38.0448334245869,35.8,34.19294221375427,36.3,26.160410803091803,37.5,37.427598523289966,41.67333333333333,36.573935086787095,38.6,35.881582549906035,20.606659679053166,21.987763248646132,36.1,20.75020714014707,34.876666666666665,19.170422871920497
75,Kenya,2018,53.1,46.7328201717956,43.6,35.032316410251504,40.7,30.86338557567133,49.4,35.459400520614565,50.093333333333334,26.742189698499033,57.1,35.27727489795246,26.115595966701264,27.2654637318789,42.1,32.939513097211005,43.47666666666667,29.44163788648127
76,Democratic People's Republic of Korea,2017,93.5,80.5213678187125,77.829473638701,78.72666666666667,78.63480531150337,71.93775014703223,92.7,79.80666666666667,87.68,70.97259967171652,94.4,79.2662882510471,68.69225796727477,73.45903351888636,78.21178349263432,72.01721984489767,73.36,71.8933339171267
77,Kuwait,2001,50.590336555917794,38.044833424586905,29.8718129185656,34.192942213754264,26.081387915616364,22.38424558706373,40.518076069238504,37.427598523289966,41.67333333333334,33.38405652769727,61.459773752617295,35.881582549906035,24.067339378083364,28.26850738264213,27.743000199329,21.04013478795947,34.87666666666667,21.989624118242002
78,Kuwait,2006,28.1616198181187,38.0448334245869,29.398353651773196,28.415388609796498,30.658310393365962,19.364780960813743,19.0580383957591,28.342291555259763,41.67333333333333,22.260888250601997,38.1701170957872,28.40191514575697,22.1237896011563,22.00925158632803,29.77847120609661,22.02156958064761,34.876666666666665,16.40214446952596
79,Kuwait,2011,58.371154584040006,58.43393744587197,10.2695461660079,23.526268157173764,7.578029094001349,17.5095245804188,47.798192524289504,23.541825585482332,41.67333333333334,31.979639077728464,69.2669363288785,23.607188966529865,22.627926027597102,25.426801856454034,9.02964165712373,15.306009522921366,34.87666666666667,16.472068009271368
